unique_game_id,DATE,Home Team,Away Team,HOME_PRIOR_WIN_V_OPP,AWAY_PRIOR_WIN_V_OPP,HOME_IP_AVAIL,AWAY_IP_AVAIL,Home Odds Close,Away Odds Close,Home Relative Age Diff,Home All Stars,Away All Stars,Away Underdog,Underdog Win,Home FG,Home FG%,Home 3P,Home 3P%,Home FT,Home FT%,Home ORB,Home DRB,Home AST,Home STL,Home BLK,Home TOV,Home PF,Home TS%,Home eFG%,Home 3PAr,Home FTr,Home ORB%,Home DRB%,Home AST%,Home STL%,Home BLK%,Home TOV%,Home ORtg,Home DRtg,Away FG,Away FG%,Away 3P,Away 3P%,Away FT,Away FT%,Away ORB,Away DRB,Away AST,Away STL,Away BLK,Away TOV,Away PF,Away TS%,Away eFG%,Away 3PAr,Away FTr,Away ORB%,Away DRB%,Away AST%,Away STL%,Away BLK%,Away TOV%,Away ORtg,Away DRtg,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2012-11-02_Oklahoma City Thunder_Portland Trail Blazers,2012-11-02,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.0,0.8571428571428572,1.0,1.2133333333333336,4.51,0.0,2.0,1.0,1.0,0.0,29.0,0.3769999999999999,7.0,0.41200000000000003,19.0,0.8260000000000001,12.0,36.0,18.0,6.0,5.0,18.0,20.0,0.4820000000000002,0.4219999999999999,0.22100000000000009,0.29900000000000004,26.699999999999992,85.70000000000003,62.100000000000016,6.599999999999998,8.299999999999999,17.099999999999998,92.20000000000003,94.40000000000002,42.0,0.5060000000000001,9.0,0.4500000000000001,23.0,0.8209999999999998,10.0,20.0,19.0,10.0,5.0,12.0,20.0,0.608,0.5600000000000003,0.2410000000000001,0.337,25.0,57.100000000000016,45.20000000000001,10.699999999999998,9.3,11.199999999999998,123.70000000000003,113.09999999999997,0.0,1.0,0.0,1.0
2012-11-03_Chicago Bulls_New Orleans Pelicans,2012-11-03,Chicago Bulls,New Orleans Pelicans,0.0,0.0,1.0,0.7142857142857141,1.164375,5.2925,3.0,1.0,0.0,1.0,1.0,38.5,0.528,3.0,0.31100000000000005,24.0,0.7625,9.5,34.0,27.5,7.5,7.0,17.5,20.0,0.5985,0.5485,0.1295,0.4265,25.550000000000004,75.49999999999999,70.45,7.900000000000002,10.850000000000001,16.599999999999998,110.14999999999998,91.55,36.0,0.44749999999999984,4.5,0.296,15.0,0.778,10.5,32.0,24.5,7.0,5.0,12.5,18.0,0.516,0.4754999999999999,0.193,0.23050000000000004,25.699999999999996,71.25,68.25,7.8999999999999995,8.5,12.349999999999996,102.65,103.6,1.0,0.5,1.0,0.5
2012-11-03_Dallas Mavericks_Charlotte Hornets,2012-11-03,Dallas Mavericks,Charlotte Hornets,0.0,0.0,0.8571428571428572,0.8571428571428572,1.156,5.42,1.0,0.0,0.0,1.0,0.0,36.0,0.42350000000000004,8.0,0.41650000000000004,16.5,0.7545000000000002,8.5,31.5,21.0,8.5,5.0,13.5,28.5,0.5099999999999998,0.4704999999999999,0.21749999999999997,0.259,19.400000000000002,64.44999999999999,58.75,8.950000000000001,7.25,12.399999999999997,101.15,106.20000000000002,31.0,0.3650000000000001,7.0,0.3680000000000001,21.0,0.875,10.0,31.0,18.0,10.0,9.0,10.0,22.0,0.471,0.4059999999999999,0.2240000000000001,0.282,20.800000000000004,68.89999999999999,58.100000000000016,10.699999999999998,15.800000000000004,9.5,96.40000000000002,95.29999999999997,0.5,1.0,0.5,1.0
2012-11-03_Houston Rockets_Portland Trail Blazers,2012-11-03,Houston Rockets,Portland Trail Blazers,0.0,0.0,0.8571428571428572,0.8571428571428572,1.415333333333333,2.9266666666666663,-0.5,1.0,1.0,1.0,1.0,38.5,0.45799999999999985,9.0,0.31850000000000006,21.0,0.8005000000000001,17.5,34.0,25.0,10.0,2.5,20.5,21.0,0.5595000000000001,0.512,0.3375,0.3065,37.900000000000006,80.0,64.84999999999998,10.45,4.0,17.650000000000002,111.45000000000002,103.10000000000002,37.0,0.43300000000000005,9.0,0.3980000000000001,21.0,0.8064999999999999,10.5,26.5,18.0,7.0,2.5,11.5,22.5,0.5349999999999999,0.4850000000000002,0.2665,0.30350000000000005,23.5,68.80000000000001,49.15000000000001,7.449999999999999,4.65,10.55,110.45000000000003,112.54999999999998,1.0,0.5,1.0,0.5
2012-11-03_Indiana Pacers_Sacramento Kings,2012-11-03,Indiana Pacers,Sacramento Kings,0.0,0.0,0.8571428571428572,0.7142857142857141,1.27625,3.8075,1.0,3.0,0.0,1.0,0.0,35.0,0.43600000000000005,6.0,0.362,13.5,0.6405000000000001,11.5,37.5,20.5,4.0,7.5,17.5,16.0,0.49900000000000005,0.47300000000000014,0.22699999999999998,0.26500000000000007,28.050000000000004,75.20000000000002,58.55000000000001,4.35,10.549999999999999,16.349999999999998,97.04999999999997,96.5,33.0,0.3825000000000001,4.5,0.2705,13.0,0.8130000000000002,11.0,30.5,15.5,8.5,4.5,15.0,31.5,0.44699999999999995,0.40800000000000014,0.191,0.185,24.5,66.35,47.150000000000006,9.049999999999999,6.4,13.800000000000002,89.25,98.95000000000002,0.5,0.0,0.5,0.0
2012-11-03_Los Angeles Clippers_Golden State Warriors,2012-11-03,Los Angeles Clippers,Golden State Warriors,0.0,0.0,1.0,0.8571428571428572,1.2112499999999995,4.5175,5.0,2.0,1.0,1.0,1.0,38.0,0.4830000000000001,6.5,0.3485,20.5,0.734,8.5,29.5,24.5,12.0,6.5,16.5,26.5,0.565,0.5235,0.2325,0.35650000000000004,22.699999999999996,72.30000000000001,64.5,12.600000000000003,10.100000000000001,15.25,108.10000000000002,98.14999999999998,34.5,0.41700000000000015,7.5,0.39699999999999996,14.0,0.7009999999999998,13.0,29.5,20.0,7.0,4.0,18.0,22.0,0.4950000000000001,0.46299999999999997,0.224,0.24000000000000005,28.25,74.7,57.95,7.5,6.449999999999999,16.450000000000003,96.79999999999997,101.04999999999998,1.0,0.5,1.0,0.5
2012-11-03_Miami Heat_Denver Nuggets,2012-11-03,Miami Heat,Denver Nuggets,0.0,0.0,1.0,1.0,1.234375,4.2325,7.5,2.0,1.0,1.0,0.0,38.0,0.5045000000000001,7.5,0.42499999999999993,18.5,0.8295000000000001,6.0,32.5,21.5,6.0,5.0,14.5,19.0,0.5959999999999999,0.5545,0.2425,0.2940000000000001,16.400000000000002,76.94999999999999,56.30000000000001,6.5,9.25,14.700000000000001,111.0,115.4,32.5,0.37800000000000006,5.5,0.2455,11.5,0.5609999999999999,15.5,34.0,20.5,7.0,5.0,17.0,19.5,0.4340000000000001,0.4105,0.2575,0.223,31.35,73.15000000000002,63.2,7.550000000000001,7.6499999999999995,15.199999999999996,88.85,100.75,0.5,0.0,0.5,0.0
2012-11-03_Milwaukee Bucks_Cleveland Cavaliers,2012-11-03,Milwaukee Bucks,Cleveland Cavaliers,0.0,0.0,0.8571428571428572,0.5714285714285713,1.331875,3.370625,1.5,0.0,1.0,1.0,0.0,40.0,0.4649999999999999,8.0,0.444,11.0,0.917,11.0,35.0,26.0,12.0,5.0,18.0,17.0,0.5419999999999999,0.5120000000000002,0.20900000000000005,0.14000000000000007,26.800000000000008,85.40000000000002,65.0,12.699999999999998,8.299999999999999,16.5,104.40000000000003,92.79999999999997,34.0,0.4305000000000002,7.5,0.375,14.5,0.6005000000000001,14.5,29.0,22.5,7.0,3.0,18.5,23.0,0.5015000000000001,0.4780000000000001,0.2530000000000001,0.30999999999999994,34.800000000000004,74.10000000000001,66.5,7.700000000000001,5.149999999999999,17.1,99.20000000000002,108.89999999999998,1.0,0.5,1.0,0.5
2012-11-03_San Antonio Spurs_Utah Jazz,2012-11-03,San Antonio Spurs,Utah Jazz,0.0,0.0,1.0,1.0,1.2843749999999998,3.735,2.0,2.0,0.0,1.0,0.0,36.5,0.45899999999999985,5.5,0.2815,14.0,0.671,8.0,33.0,24.5,9.0,6.0,14.0,21.0,0.5205000000000001,0.494,0.24550000000000005,0.26400000000000007,18.5,75.94999999999999,67.49999999999999,9.75,9.7,13.599999999999996,100.1,96.9,36.5,0.41950000000000015,8.0,0.3930000000000001,18.5,0.6189999999999999,18.0,34.5,21.5,8.5,7.0,14.0,23.0,0.5009999999999999,0.466,0.24299999999999994,0.3065000000000001,36.650000000000006,76.85000000000001,58.75,9.149999999999999,10.849999999999998,12.450000000000003,106.95000000000002,98.65,1.0,0.5,1.0,0.5
2012-11-03_Washington Wizards_Boston Celtics,2012-11-03,Washington Wizards,Boston Celtics,0.0,0.0,0.8571428571428572,1.0,3.010625,1.3949999999999998,-1.5,0.0,1.0,0.0,0.0,32.0,0.3559999999999999,8.0,0.25,12.0,0.5999999999999999,18.0,21.0,26.0,11.0,10.0,12.0,19.0,0.4249999999999999,0.4000000000000001,0.3559999999999999,0.222,33.300000000000004,53.79999999999998,81.29999999999998,12.5,16.900000000000002,10.800000000000002,95.5,106.90000000000003,36.0,0.4829999999999999,5.5,0.4095,20.0,0.8155000000000001,6.5,32.0,23.0,6.5,3.0,16.5,20.5,0.571,0.5200000000000002,0.18100000000000005,0.3285,16.499999999999996,80.20000000000002,64.10000000000001,6.8500000000000005,4.550000000000001,16.25,103.0,115.70000000000002,0.0,0.0,0.0,0.0
